,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
2291,3328.7869,FDF53,OUT018
2292,2320.496,NCQ42,OUT035
2293,833.5817,FDF58,OUT013
2294,1177.9872,FDZ04,OUT035
2295,370.8425,FDE26,OUT019
2296,2781.8623,FDS60,OUT017
2297,3530.0508,FDV58,OUT017
2298,738.8886,FDM04,OUT045
2299,2675.5957,FDE08,OUT035
2300,2914.8298,NCB43,OUT049
2301,382.95255,FDU11,OUT010
2302,560.48376,FDF22,OUT019
2303,2185.5132,FDE24,OUT013
2304,1798.5421,DRJ49,OUT046
2305,6126.179,NCQ53,OUT035
2306,858.09265,NCL41,OUT013
2307,1756.5513,FDR22,OUT013
2308,1459.9484,FDH04,OUT035
2309,691.81964,DRH15,OUT045
2310,821.9513,FDY40,OUT049
2311,1706.7307,NCI17,OUT035
2312,2568.76,NCC18,OUT013
2313,4999.3335,FDY28,OUT027
2314,2621.5923,FDB45,OUT027
2315,1911.2307,NCL30,OUT018
2316,3372.5269,FDM10,OUT017
2317,3148.2957,FDH22,OUT027
2318,3082.5447,NCZ53,OUT017
2319,2731.1335,NCI18,OUT013
2320,3552.9255,FDH14,OUT027
2321,1070.0693,FDR36,OUT027
2322,2335.668,FDW01,OUT045
2323,3013.6714,FDK02,OUT027
2324,1747.0637,FDJ02,OUT018
2325,6206.1875,FDU55,OUT013
2326,2775.5645,NCV18,OUT027
2327,1808.3168,FDH14,OUT018
2328,1313.3025,FDZ37,OUT045
2329,3761.9565,FDX49,OUT049
2330,1526.5471,NCD43,OUT046
2331,1040.6646,FDZ07,OUT013
2332,2471.1394,FDK43,OUT035
2333,3275.6763,FDR32,OUT018
2334,2306.2043,FDT39,OUT013
2335,2025.9153,NCV54,OUT017
2336,394.96625,FDF38,OUT018
2337,3430.4275,FDV60,OUT046
2338,4416.2847,FDH44,OUT027
2339,933.3603,FDS21,OUT046
2340,491.3205,NCL41,OUT045
2341,1568.7046,FDM46,OUT017
2342,828.7269,FDU27,OUT045
2343,4249.082,NCJ54,OUT017
2344,2167.1294,DRG51,OUT018
2345,208.05144,NCA29,OUT019
2346,2494.9849,FDR47,OUT045
2347,3360.666,NCL19,OUT027
2348,1295.1779,DRG01,OUT049
2349,730.7251,FDG10,OUT046
2350,2212.5574,NCV05,OUT049
2351,587.78656,NCH18,OUT019
2352,1003.09875,FDV14,OUT018
2353,3337.824,DRJ23,OUT035
2354,3313.1465,DRJ11,OUT046
2355,3133.9138,FDZ03,OUT017
2356,53.030544,FDI27,OUT010
2357,748.5306,FDJ14,OUT018
2358,1962.4564,FDU32,OUT017
2359,3678.063,FDD47,OUT027
2360,4002.1875,DRF36,OUT035
2361,4521.281,FDM21,OUT046
2362,523.4007,FDV10,OUT018
2363,2647.426,FDH60,OUT018
2364,281.36124,FDX47,OUT010
2365,219.15932,FDT19,OUT019
2366,5539.0586,FDO11,OUT045
2367,4299.11,FDH24,OUT027
2368,1465.4948,FDL02,OUT018
2369,3714.9841,FDB02,OUT049
2370,2315.045,FDA43,OUT046
2371,985.6345,FDG52,OUT045
2372,2969.983,DRC12,OUT013
2373,1622.8208,FDY37,OUT018
2374,1843.9114,NCU18,OUT045
2375,1026.4646,FDU09,OUT035
2376,1023.8901,DRJ25,OUT027
2377,1274.0629,DRE12,OUT018
2378,2168.4111,DRL47,OUT017
2379,1706.6879,DRK01,OUT046
2380,486.25934,FDC22,OUT019
2381,1562.0875,FDG44,OUT013
2382,2173.7925,FDW04,OUT035
2383,3777.9006,FDK09,OUT049
2384,2248.1023,NCN43,OUT035
2385,2723.7986,FDG04,OUT049
2386,246.57384,FDH32,OUT010
2387,2715.029,DRI47,OUT017
2388,1276.2322,DRE15,OUT013
2389,1290.131,FDY11,OUT035
2390,697.8348,FDO60,OUT049
2391,478.13846,FDQ20,OUT018
2392,3221.6748,FDO57,OUT027
2393,335.65753,FDT14,OUT019
2394,929.0458,FDA57,OUT049
2395,717.1537,DRN35,OUT017
2396,834.93896,FDJ03,OUT046
2397,1673.9999,FDX28,OUT017
2398,1243.1532,DRE25,OUT045
2399,3438.7114,FDR09,OUT046
2400,4382.5737,FDB23,OUT035
2401,2281.2632,FDO08,OUT045
2402,1584.1895,FDQ23,OUT049
2403,1859.5096,FDW04,OUT013
2404,474.52216,DRK13,OUT010
2405,3200.2478,NCL17,OUT027
2406,4467.7046,FDY21,OUT035
2407,4223.516,FDJ38,OUT027
2408,337.59293,FDA37,OUT019
2409,650.0364,FDV43,OUT013
2410,1530.1841,FDL36,OUT046
2411,555.01447,FDD53,OUT045
2412,409.69766,FDZ19,OUT010
2413,2530.4126,FDV21,OUT045
2414,2764.791,NCL54,OUT018
2415,4032.2268,DRI47,OUT027
2416,2672.1519,DRG03,OUT049
2417,2972.454,FDG21,OUT013
2418,1332.5266,FDW03,OUT018
2419,2083.1658,NCI55,OUT046
2420,380.93945,DRC36,OUT019
2421,2296.3777,FDH22,OUT017
2422,2504.0278,FDV20,OUT045
2423,4978.041,NCU41,OUT027
2424,2497.3071,FDN46,OUT027
2425,2266.3716,FDK50,OUT045
2426,3736.1543,NCA05,OUT027
2427,2972.004,DRH01,OUT018
2428,2164.6248,FDT08,OUT018
2429,3182.5042,FDM08,OUT018
2430,1021.0621,FDZ07,OUT035
2431,686.46484,FDS22,OUT017
2432,3735.6199,FDV35,OUT027
2433,130.13554,FDI28,OUT010
2434,2435.8472,FDW58,OUT027
2435,3492.5334,FDT52,OUT045
2436,2184.7788,FDY34,OUT046
2437,2578.1543,FDR10,OUT046
2438,2091.3572,FDK57,OUT017
2439,2450.2063,FDR02,OUT027
2440,3657.4749,FDX49,OUT046
2441,689.71967,FDQ20,OUT046
2442,4960.3975,DRK23,OUT045
2443,2570.8535,NCW06,OUT046
2444,2464.8513,FDR31,OUT017
2445,3118.908,NCE43,OUT013
2446,2216.2783,DRO59,OUT027
2447,4785.921,FDN09,OUT049
2448,2707.4397,FDR11,OUT046
2449,3326.545,FDO57,OUT013
2450,4337.4106,NCX18,OUT017
2451,3472.7307,FDB05,OUT018
2452,590.44055,FDQ08,OUT018
2453,1817.1469,NCG43,OUT035
2454,1696.145,FDJ56,OUT013
2455,137.96284,FDA13,OUT010
2456,2016.2747,FDO56,OUT017
2457,3420.167,FDB37,OUT018
2458,1093.1079,FDZ02,OUT018
2459,4946.557,FDQ24,OUT046
2460,1000.6486,FDM16,OUT013
2461,1685.7157,FDU35,OUT049
2462,2609.9204,FDT35,OUT035
2463,5002.1284,NCX30,OUT049
2464,3445.1667,FDG04,OUT017
2465,1324.8162,FDI12,OUT035
2466,1033.7341,FDE35,OUT035
2467,2589.451,NCP14,OUT027
2468,1640.6818,NCY53,OUT045
2469,923.81775,FDP49,OUT017
2470,757.73346,FDQ04,OUT017
2471,3274.5947,FDM39,OUT035
2472,416.99008,FDO58,OUT019
2473,2392.5908,FDC56,OUT017
2474,3154.7056,NCQ54,OUT046
2475,839.4666,FDV10,OUT027
2476,505.86267,NCK17,OUT046
2477,797.3345,NCF55,OUT027
2478,5420.776,FDV33,OUT013
2479,358.91605,NCH29,OUT019
2480,3394.5977,FDA37,OUT027
2481,1366.7208,FDH46,OUT018
2482,1806.4962,FDS25,OUT035
2483,2469.4243,FDH04,OUT027
2484,3126.797,FDX52,OUT046
2485,642.11847,NCD42,OUT017
2486,2619.0671,FDW47,OUT017
2487,2934.0945,FDL25,OUT027
2488,107.05119,NCJ06,OUT010
2489,2747.913,FDY09,OUT013
2490,620.1999,FDS40,OUT046
2491,3037.7744,FDH41,OUT017
2492,1518.1438,FDG38,OUT035
2493,4977.3774,FDU03,OUT027
2494,2359.3848,FDV20,OUT046
2495,3492.698,DRB13,OUT045
2496,2233.1423,NCQ30,OUT013
2497,3770.1155,NCH06,OUT013
2498,1417.997,FDU50,OUT018
2499,201.8364,NCO42,OUT019
2500,784.7791,FDW09,OUT018
2501,1363.5557,FDH04,OUT013
2502,1393.2192,FDC21,OUT045
2503,641.3977,FDL21,OUT049
2504,223.7025,FDM46,OUT010
2505,169.57428,FDT22,OUT019
2506,2650.608,FDB28,OUT035
2507,1377.7734,FDI12,OUT018
2508,2106.831,FDA28,OUT045
2509,1967.8918,FDF59,OUT013
2510,3283.653,FDM45,OUT027
2511,1651.0237,FDQ56,OUT017
2512,2436.8142,FDR46,OUT049
2513,2572.454,FDT01,OUT013
2514,1976.734,FDD16,OUT027
2515,-84.014755,NCU30,OUT010
2516,240.08195,FDM40,OUT010
2517,1498.3173,FDI56,OUT035
2518,2125.375,NCS30,OUT013
2519,1841.9438,FDU08,OUT017
2520,4836.2593,FDX51,OUT027
2521,2510.9902,FDA43,OUT045
2522,-31.46776,FDX59,OUT010
2523,1226.0255,FDC37,OUT018
2524,2362.835,FDP58,OUT013
2525,2029.4456,NCY42,OUT035
2526,3727.7742,FDF21,OUT018
2527,937.44415,FDU10,OUT027
2528,1886.3405,DRL47,OUT018
2529,3415.1167,FDA58,OUT018
2530,2979.6812,FDJ22,OUT049
2531,2112.9495,FDK50,OUT046
2532,1251.293,FDO38,OUT035
2533,4415.706,DRF60,OUT035
2534,47.008163,NCZ42,OUT019
2535,2120.458,FDD35,OUT049
2536,1377.5232,FDL25,OUT045
2537,1275.5867,FDJ16,OUT013
2538,2993.9106,DRK59,OUT049
2539,4263.6196,FDI50,OUT046
2540,1370.3779,NCB19,OUT045
2541,827.9104,DRI37,OUT035
2542,3319.195,FDA14,OUT027
2543,3431.6077,FDC08,OUT018
2544,2421.1953,FDS45,OUT046
2545,1112.437,FDI21,OUT049
2546,2553.7751,DRJ47,OUT035
2547,4216.2495,DRE37,OUT027
2548,2763.3848,FDT55,OUT018
2549,3618.5745,NCG42,OUT027
2550,3202.7305,FDA31,OUT049
2551,2995.7944,NCW42,OUT046
2552,2769.834,FDF50,OUT017
2553,3948.3716,FDK56,OUT049
2554,552.0504,FDX10,OUT035
2555,4417.788,NCK07,OUT027
2556,3966.7285,FDZ49,OUT017
2557,1736.7146,FDR33,OUT013
2558,1295.1832,FDO44,OUT018
2559,3375.9746,FDA20,OUT046
2560,2125.4226,NCL30,OUT045
2561,200.06754,FDI05,OUT019
2562,3600.0166,FDQ12,OUT018
2563,1633.1392,FDH47,OUT017
2564,2973.291,FDH34,OUT018
2565,2025.8041,FDF29,OUT046
2566,401.40845,FDG40,OUT018
2567,5621.1914,NCE18,OUT017
2568,260.72348,FDP21,OUT010
2569,1459.8733,FDY50,OUT013
2570,2627.7893,FDB36,OUT049
2571,2046.2465,NCZ29,OUT049
2572,1492.1794,FDU20,OUT018
2573,1601.8065,FDO56,OUT013
2574,2087.5254,FDW31,OUT049
2575,725.867,DRH59,OUT013
2576,3523.624,NCB30,OUT017
2577,3359.2126,FDK43,OUT027
2578,4212.453,FDW43,OUT045
2579,2420.951,NCL19,OUT017
2580,1550.4795,FDJ27,OUT046
2581,2119.6394,FDC45,OUT046
2582,611.7141,FDY40,OUT035
2583,1309.9971,NCM41,OUT035
2584,358.22778,NCK18,OUT019
2585,2298.6516,FDP37,OUT049
2586,5275.937,FDA27,OUT027
2587,3986.3872,NCX30,OUT035
2588,3889.905,FDR09,OUT017
2589,3773.279,FDG08,OUT027
2590,2007.615,NCU30,OUT013
2591,1439.946,FDB16,OUT017
2592,1142.8019,FDM16,OUT017
2593,1116.9086,FDC48,OUT013
2594,2869.7512,NCF18,OUT046
2595,1255.7301,FDU46,OUT018
2596,2547.3628,FDH41,OUT018
2597,491.5159,NCN42,OUT010
2598,1531.8234,FDU49,OUT046
2599,2230.4233,FDB20,OUT027
2600,319.90192,FDG50,OUT019
2601,1805.1158,FDW20,OUT045
2602,1838.2583,NCO55,OUT049
2603,1910.6951,FDX48,OUT046
2604,2337.5537,FDU48,OUT046
2605,190.93489,FDR48,OUT019
2606,1951.2815,FDK27,OUT013
2607,2653.7102,FDT35,OUT013
2608,1907.814,FDN12,OUT049
2609,81.230896,NCE31,OUT019
2610,703.219,FDL21,OUT017
2611,1540.9774,FDV56,OUT017
2612,3722.6682,FDR16,OUT017
2613,1583.7853,NCP41,OUT049
2614,1662.3745,FDJ27,OUT013
2615,2003.0734,FDA07,OUT017
2616,1450.8274,FDK55,OUT049
2617,4407.572,FDM33,OUT049
2618,2765.8716,FDY46,OUT046
2619,1936.5874,FDD36,OUT046
2620,3010.3486,FDB12,OUT027
2621,529.94385,FDF28,OUT019
2622,189.75624,NCE07,OUT019
2623,4101.9727,FDW50,OUT027
2624,3396.5981,NCW18,OUT017
2625,228.40689,NCJ17,OUT019
2626,346.57944,DRZ24,OUT010
2627,2154.7144,FDS07,OUT035
2628,482.16705,NCW05,OUT010
2629,1288.9998,FDZ22,OUT018
2630,1959.4164,FDK02,OUT046
2631,4409.7915,FDZ45,OUT027
2632,1502.7762,FDL25,OUT046
2633,2244.5376,FDS08,OUT045
2634,9463.547,NCZ42,OUT027
2635,1565.8597,FDX57,OUT035
2636,4164.1416,FDF21,OUT046
2637,1624.014,FDJ56,OUT018
2638,685.7052,FDX10,OUT013
2639,2244.5447,DRG48,OUT035
2640,2509.862,DRN37,OUT046
2641,256.69916,NCY41,OUT018
2642,1639.6459,FDN28,OUT045
2643,2625.08,FDE34,OUT045
2644,2918.6282,FDR10,OUT045
2645,1368.2977,FDC32,OUT017
2646,2626.7898,DRG13,OUT046
2647,1214.0261,FDP59,OUT049
2648,469.80258,NCT53,OUT010
2649,5085.8887,FDL57,OUT027
2650,576.892,FDN32,OUT010
2651,3356.0813,FDK09,OUT018
2652,-331.9637,FDA52,OUT010
2653,3006.977,FDC57,OUT049
2654,5192.269,FDI09,OUT035
2655,2024.9779,NCB07,OUT046
2656,1623.545,FDP26,OUT035
2657,3156.7046,FDP40,OUT027
2658,2493.2544,FDL15,OUT013
2659,1678.8643,FDV07,OUT046
2660,1314.5243,FDS03,OUT017
2661,3640.8584,FDE50,OUT049
2662,1529.7423,FDQ15,OUT017
2663,301.30695,FDQ33,OUT010
2664,1059.0627,FDT22,OUT013
2665,2121.368,DRO35,OUT035
2666,3137.3765,FDJ41,OUT049
2667,2457.1152,FDQ27,OUT035
2668,1807.4141,FDC26,OUT017
2669,3775.653,NCF43,OUT027
2670,3164.959,NCR50,OUT035
2671,2219.1682,FDE39,OUT018
2672,1016.1572,FDN49,OUT027
2673,1544.6499,DRG11,OUT035
2674,1219.2944,NCA18,OUT049
2675,2284.6714,FDM36,OUT018
2676,1505.0022,FDW32,OUT017
2677,259.28046,NCQ18,OUT010
2678,2233.928,FDX14,OUT027
2679,2333.0823,FDD46,OUT017
2680,533.3987,FDI34,OUT019
2681,1356.1475,NCJ17,OUT035
2682,2573.031,FDB52,OUT035
2683,1944.8717,FDV55,OUT018
2684,2926.3936,FDC57,OUT046
2685,1902.8701,FDB29,OUT046
2686,1749.5012,NCO43,OUT035
2687,706.4155,FDG44,OUT045
2688,1666.4509,FDJ34,OUT045
2689,1731.2678,FDH40,OUT049
2690,3103.155,NCD07,OUT027
2691,910.923,FDB41,OUT017
2692,1554.7014,FDH47,OUT018
2693,4166.623,DRK37,OUT035
2694,153.89551,FDM25,OUT019
2695,2976.898,NCX06,OUT045
2696,2220.7366,NCS05,OUT017
2697,2067.5503,FDS39,OUT045
2698,5259.8936,FDC47,OUT027
2699,2812.1543,FDG20,OUT013
2700,1765.93,DRL23,OUT017
2701,3228.4585,FDY33,OUT013
2702,2826.448,NCH18,OUT045
2703,2237.2043,FDX47,OUT035
2704,2612.2478,NCB06,OUT045
2705,711.94434,FDP36,OUT049
2706,2629.712,FDW44,OUT018
2707,2825.5115,NCU41,OUT018
2708,1381.3318,NCS17,OUT046
2709,2704.3347,FDD46,OUT035
2710,2701.3894,FDE45,OUT017
2711,5215.782,FDI09,OUT017
2712,404.4194,NCJ54,OUT010
2713,3149.3396,NCA29,OUT018
2714,3261.1113,NCN41,OUT027
2715,2410.1572,FDY34,OUT035
2716,2003.1975,NCG55,OUT035
2717,734.4334,DRM49,OUT046
2718,1976.6583,NCB42,OUT049
2719,1708.2122,FDE58,OUT045
2720,811.86237,DRJ25,OUT013
2721,212.1429,FDS47,OUT010
2722,4355.6987,FDY21,OUT049
2723,1983.7825,NCI54,OUT013
2724,2493.5034,FDO24,OUT017
2725,2595.5354,FDY43,OUT035
2726,1448.4065,FDF35,OUT018
2727,169.57428,NCP29,OUT019
2728,2491.809,FDN28,OUT027
2729,636.6922,FDJ50,OUT018
2730,3666.194,FDQ14,OUT027
2731,1891.4084,FDC37,OUT035
2732,1661.8749,FDN08,OUT046
2733,2322.4617,FDD04,OUT035
2734,2882.1448,FDW34,OUT018
2735,1088.5073,FDP04,OUT017
2736,3008.863,NCG07,OUT017
2737,2527.897,NCN14,OUT018
2738,920.63214,FDJ16,OUT045
2739,1483.6488,NCM42,OUT045
2740,970.07733,NCF19,OUT046
2741,3903.1787,FDY21,OUT018
2742,2378.2307,FDY19,OUT035
2743,2436.806,FDV09,OUT045
2744,2227.609,FDA28,OUT013
2745,1752.3938,FDC38,OUT018
2746,3683.431,FDL28,OUT045
2747,2748.3945,NCH43,OUT049
2748,616.0303,NCN53,OUT045
2749,2052.4045,NCW05,OUT017
2750,2258.9216,NCO30,OUT018
2751,82.42858,FDT04,OUT019
2752,2015.6866,FDB27,OUT018
2753,2767.4497,NCK07,OUT013
2754,975.5729,NCA53,OUT013
2755,3064.6953,FDB33,OUT018
2756,1643.0276,FDU37,OUT017
2757,1996.9463,FDR13,OUT035
2758,3150.8308,FDE45,OUT049
2759,2865.5012,FDV37,OUT017
2760,293.00122,FDX44,OUT019
2761,4672.1797,NCL06,OUT017
2762,2935.6672,FDJ28,OUT045
2763,3732.4175,FDX55,OUT049
2764,347.25595,NCK17,OUT018
2765,1058.0632,FDH52,OUT035
2766,2506.9568,FDN13,OUT027
2767,2787.8247,FDK44,OUT018
2768,1337.3684,FDU16,OUT046
2769,919.7217,FDZ07,OUT017
2770,3811.5261,NCN06,OUT027
2771,21.604412,FDH02,OUT010
2772,2442.8333,NCW18,OUT045
2773,1733.2112,FDH57,OUT013
2774,2623.6216,FDV35,OUT045
2775,2541.3403,NCU29,OUT013
2776,1018.634,NCP02,OUT046
2777,2463.1982,FDN44,OUT013
2778,436.707,FDX03,OUT018
2779,447.20267,FDR11,OUT010
2780,2896.9114,FDA36,OUT046
2781,4436.7207,FDP58,OUT027
2782,1397.4244,FDH31,OUT045
2783,3330.061,FDH34,OUT035
2784,3178.3086,FDS13,OUT035
2785,4054.2927,FDT01,OUT018
2786,2324.1238,FDY09,OUT049
2787,4549.732,FDV33,OUT027
2788,263.7765,NCW29,OUT010
2789,1579.443,NCN17,OUT045
2790,1637.3827,FDX01,OUT046
2791,2904.8962,FDL03,OUT049
2792,947.3707,DRL59,OUT049
2793,4994.131,DRM11,OUT027
2794,2860.4014,FDA43,OUT049
2795,207.04263,FDZ56,OUT010
2796,1148.5598,FDI44,OUT018
2797,1779.1813,FDB50,OUT013
2798,69.82693,FDU15,OUT019
2799,131.639,NCJ19,OUT019
2800,1689.2507,FDD48,OUT013
2801,4138.25,NCW42,OUT035
2802,3473.77,FDL24,OUT017
2803,2616.707,NCB30,OUT013
2804,3330.8,FDK25,OUT013
2805,2710.6067,FDW28,OUT049
2806,3415.9663,FDD47,OUT017
2807,258.96396,FDK16,OUT019
2808,1366.4949,FDW37,OUT046
2809,4651.715,FDA48,OUT035
2810,2885.371,FDA14,OUT017
2811,1596.2468,FDV15,OUT013
2812,3428.2388,FDN22,OUT049
2813,547.3935,NCD55,OUT045
2814,3300.2944,FDY43,OUT013
2815,1207.085,NCU05,OUT017
2816,2776.906,FDF10,OUT035
2817,3273.478,FDR39,OUT018
2818,783.0758,FDG40,OUT013
2819,553.1127,FDZ28,OUT019
2820,1480.7842,FDE02,OUT045
2821,2941.236,FDU60,OUT049
2822,2715.6577,FDM21,OUT013
2823,327.44806,FDV52,OUT019
2824,2827.6006,NCW06,OUT013
2825,4095.5747,FDX36,OUT035
2826,4245.472,FDT35,OUT027
2827,306.4562,NCL19,OUT010
2828,2758.7283,NCD31,OUT046
2829,372.0797,FDE53,OUT019
2830,39.948845,FDW58,OUT019
2831,2146.8062,DRF48,OUT046
2832,2868.7124,FDW57,OUT035
2833,1256.402,DRH13,OUT017
2834,2205.1309,FDT33,OUT013
2835,4255.2812,DRK47,OUT027
2836,454.01147,FDY22,OUT010
2837,494.1361,FDC35,OUT019
2838,4868.5117,FDO03,OUT013
2839,1220.5101,FDF24,OUT045
2840,2943.6892,FDF56,OUT018
2841,700.586,FDD28,OUT013
2842,3556.4639,FDG53,OUT027
2843,268.1145,FDO27,OUT019
2844,2782.8257,NCF54,OUT018
2845,1929.1107,FDC20,OUT027
2846,664.16956,FDU10,OUT046
2847,2537.893,DRA24,OUT018
2848,372.0733,FDA02,OUT010
2849,798.99725,FDG10,OUT017
2850,940.49884,FDW39,OUT010
2851,-226.5433,FDP04,OUT019
2852,3321.343,NCM55,OUT013
2853,4394.8633,FDG47,OUT045
2854,3281.5298,NCU41,OUT017
2855,940.19995,NCK31,OUT017
2856,1486.9882,FDZ46,OUT045
2857,3014.0493,FDU13,OUT027
2858,595.26776,NCF19,OUT045
2859,2582.0454,NCJ43,OUT013
2860,2544.261,NCJ05,OUT045
2861,2484.745,FDS04,OUT027
2862,179.61385,FDX28,OUT010
2863,1602.3328,FDB41,OUT027
2864,1830.725,FDG53,OUT046
2865,389.8983,FDL15,OUT010
2866,1104.0267,FDQ08,OUT049
2867,1651.358,DRN36,OUT013
2868,3628.576,FDI46,OUT013
2869,4183.307,FDG16,OUT027
2870,1189.7966,FDV32,OUT013
2871,418.91815,FDF44,OUT010
2872,704.4498,FDK04,OUT018
2873,2907.0774,NCA41,OUT013
2874,649.4433,FDD51,OUT017
2875,3058.2466,NCZ53,OUT045
2876,3170.9954,FDP01,OUT027
2877,3224.5574,FDY25,OUT049
2878,2868.501,FDB17,OUT018
2879,1584.9838,NCV54,OUT018
2880,990.1116,FDJ32,OUT017
2881,1737.6327,FDA37,OUT049
2882,4331.7544,FDG35,OUT035
2883,4259.9224,NCM05,OUT018
2884,2562.7102,FDG45,OUT046
2885,560.365,FDH28,OUT013
2886,4045.1316,NCE18,OUT049
2887,1677.85,FDH38,OUT045
2888,3145.5068,FDR56,OUT013
2889,2275.5342,FDH17,OUT027
2890,3756.8982,FDD39,OUT049
2891,849.892,FDB41,OUT049
2892,4214.924,NCR53,OUT046
2893,975.4437,FDX46,OUT017
2894,606.34705,FDV28,OUT049
2895,2073.5544,FDA08,OUT018
2896,596.48413,FDH45,OUT017
2897,308.4246,NCS38,OUT010
2898,733.6475,FDD40,OUT010
2899,2487.9153,DRM59,OUT035
2900,2564.503,NCJ43,OUT018
2901,764.508,NCN29,OUT013
2902,2995.7458,NCC19,OUT045
2903,3312.4587,FDR56,OUT035
2904,3849.5996,FDZ43,OUT049
2905,212.79271,FDJ32,OUT010
2906,1292.5609,DRH03,OUT017
2907,2991.0847,NCZ54,OUT035
2908,2429.7065,FDE26,OUT017
2909,1169.681,FDS03,OUT045
2910,346.6013,DRZ24,OUT019
2911,5102.3174,FDO48,OUT027
2912,2456.0247,FDW39,OUT049
2913,983.0932,NCK05,OUT049
2914,4503.985,NCK30,OUT017
2915,3028.8684,FDT27,OUT018
2916,284.6542,FDS08,OUT019
2917,1002.8899,NCJ19,OUT049
2918,732.2346,FDC58,OUT045
2919,3317.9888,DRE37,OUT013
2920,2959.89,FDW02,OUT035
2921,467.97098,FDJ02,OUT010
2922,4006.0437,FDX09,OUT045
2923,347.22778,FDT31,OUT010
2924,3891.1594,FDI24,OUT049
2925,3357.2415,FDY09,OUT045
2926,531.66125,FDV28,OUT045
2927,3914.8362,DRM47,OUT049
2928,259.0534,FDT52,OUT019
2929,577.615,FDI48,OUT018
2930,5040.338,FDY55,OUT017
2931,2265.0938,FDU48,OUT013
2932,762.8034,FDN25,OUT045
2933,1954.3107,FDP20,OUT049
2934,3549.5083,FDJ15,OUT013
2935,1947.132,FDD04,OUT018
2936,3897.0571,FDY58,OUT045
2937,4304.055,FDR37,OUT018
2938,1242.7025,FDF44,OUT013
2939,1235.806,FDD32,OUT045
2940,1656.7535,FDR57,OUT017
2941,1813.449,DRG39,OUT027
2942,2922.8643,FDX15,OUT017
2943,2160.0757,DRN37,OUT045
2944,4238.3486,FDW40,OUT027
2945,1760.9182,FDB32,OUT049
2946,1760.81,FDM40,OUT018
2947,3289.2341,FDE39,OUT027
2948,1354.7799,DRH49,OUT017
2949,937.02106,FDT46,OUT049
2950,3884.8777,NCF06,OUT035
2951,3291.5671,FDP07,OUT017
2952,3559.1213,FDC04,OUT013
2953,1195.697,FDZ32,OUT017
2954,2998.327,FDD50,OUT045
2955,3418.7964,FDU56,OUT017
2956,1208.2275,FDV34,OUT017
2957,628.9398,NCY41,OUT013
2958,2767.0366,NCK18,OUT046
2959,1134.1149,DRH25,OUT049
2960,2958.3599,FDT57,OUT046
2961,1080.7606,FDV56,OUT018
2962,1760.4033,FDV12,OUT045
2963,1270.2479,FDN52,OUT017
2964,778.4733,FDX38,OUT035
2965,1775.2418,FDE47,OUT018
2966,3217.2588,NCO07,OUT013
2967,3779.1453,FDV09,OUT027
2968,724.66425,FDZ23,OUT019
2969,1470.4517,DRH51,OUT018
2970,2597.2793,NCY54,OUT045
2971,5074.953,DRG49,OUT013
2972,3785.3813,NCC19,OUT049
2973,6072.766,NCV53,OUT045
2974,300.4927,FDZ47,OUT019
2975,1649.7449,NCO26,OUT018
2976,944.937,NCP02,OUT045
2977,2476.1704,NCW30,OUT018
2978,4870.207,NCN55,OUT046
2979,-140.76025,FDB20,OUT010
2980,2442.0186,DRL11,OUT013
2981,3376.7112,DRD60,OUT045
2982,212.69914,FDW14,OUT010
2983,249.5794,FDL27,OUT010
2984,720.74243,FDU09,OUT018
2985,1973.5029,DRH36,OUT027
2986,3262.27,FDP34,OUT027
2987,3187.6924,FDE04,OUT017
2988,3531.4336,FDZ57,OUT027
2989,266.08267,FDF02,OUT010
2990,3231.6824,FDG28,OUT045
2991,571.3553,NCI31,OUT046
2992,591.13605,FDT43,OUT013
2993,2144.8005,FDU20,OUT046
2994,693.9126,FDD53,OUT013
2995,2292.6836,FDW15,OUT045
2996,2563.126,NCT53,OUT045
2997,3039.3152,NCG55,OUT027
2998,2496.9531,FDD48,OUT035
2999,4003.4458,FDG47,OUT049
3000,1166.3995,FDI21,OUT017
3001,3901.2803,FDT27,OUT017
3002,2103.9387,DRO35,OUT013
3003,4025.9485,FDD33,OUT017
3004,4212.0503,FDC04,OUT035
3005,2166.3608,FDY34,OUT013
3006,1813.9027,DRJ49,OUT049
3007,2206.4446,FDE05,OUT049
3008,3646.1738,FDU31,OUT017
3009,4199.133,NCN19,OUT027
3010,6300.9253,FDK56,OUT027
3011,1909.4009,FDK58,OUT017
3012,2306.999,NCJ42,OUT035
3013,6020.662,FDZ34,OUT027
3014,2748.9392,FDA52,OUT018
3015,672.6488,NCR29,OUT013
3016,4261.0645,FDT48,OUT035
3017,507.81522,DRJ51,OUT019
3018,3223.571,NCS54,OUT046
3019,2692.9736,FDV01,OUT035
3020,4271.9087,DRG51,OUT027
3021,2508.3438,NCG42,OUT013
3022,1968.2092,FDA51,OUT049
3023,604.5399,FDV19,OUT010
3024,3494.4644,NCT18,OUT045
3025,3169.502,NCS41,OUT045
3026,4854.413,FDO03,OUT046
3027,168.88992,FDL12,OUT010
3028,232.06094,FDY37,OUT010
3029,1582.9573,FDI58,OUT049
3030,1318.9758,FDT28,OUT018
3031,17.45901,NCC42,OUT010
3032,1956.4019,FDO01,OUT017
3033,2380.768,FDJ02,OUT013
3034,589.1398,FDQ04,OUT018
3035,1844.3502,DRL47,OUT013
3036,1101.9377,FDZ32,OUT035
3037,2822.324,FDC35,OUT035
